TIPO DE USO,CLASE DE FUENTE,CUENCA,CÓDIGO DE CUENCA,DISPONIBILIDAD HÍDRICA,AUTORIDAD LOCAL DEL AGUA (ALA),AUTORIDAD ADMINISTRATIVA DEL AGUA (AAA),DEPARTAMENTO,PROVINCIA,DISTRITO,RAZÓN SOCIAL,N DE RUC,VIGENTE EN REGISTRO DE LA ANA,TIPO DE PERMISO,TIPO DE FUENTE DE AGUA,NOMBRE DE LA FUENTE DE AGUA,N° DE RESOLUCIÓN
Minero,Superficial,Cuenca Huaura,13756,Media,Huaura,Cañete Fortaleza,Lima,Oyón,Pachangara,Empresa Minera Los Quenuales S.A.,20332907990,SI,Licencia,Laguna,Escondidas I Y Ii,0063-2004
Minero,Superficial,Cuenca Huaura,13756,Media,Huaura,Cañete Fortaleza,Lima,Oyón,Pachangara,Empresa Minera Los Quenuales S.A.,20332907990,NO,Licencia,Laguna,Quellaycocha,0064-2004
Minero,Superficial,Cuenca Huaura,13756,Media,Huaura,Cañete Fortaleza,Lima,Oyón,Pachangara,Empresa Minera Los Quenuales S.A.,20332907990,NO,Licencia,Laguna,Ururococha,0065-2004
Minero,Superficial,Cuenca Pativilca,13758,Alta,Barranca,Cañete Fortaleza,Lima,Cajatambo,Copa,Empresa Minera Los Quenuales S.A.,20332907990,NO,Autorización,Quebrada,Shishan,0063-2009
Poblacional,Superficial,Cuenca Huaura,13756,Media,Huaura,Cañete Fortaleza,Lima,Huaura,Checas,Empresa Minera Los Quenuales S.A.,20332907990,SI,Licencia,Manantial,Manantial,0101-2009
Minero,Superficial,Cuenca Huaura,13756,Media,Huaura,Cañete Fortaleza,Lima,Oyón,Pachangara,Empresa Minera Los Quenuales S.A.,20332907990,SI,Licencia,Laguna,Ururococha,0231-2009
Minero,Superficial,Cuenca Huaura,13756,Media,Huaura,Cañete Fortaleza,Lima,Oyón,Pachangara,Empresa Minera Los Quenuales S.A.,20332907990,SI,Licencia,Laguna,Quellaycocha - Ururococha,0231-2009
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Huancayo,Chongos Alto,Empresa Minera Los Quenuales S.A.,20332907990,NO,Autorización,Quebrada,S/N,0027-2011
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Huancayo,Chongos Alto,Empresa Minera Los Quenuales S.A.,20332907990,NO,Autorización,Quebrada,Vinchos,0027-2011
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Huancayo,Chongos Alto,Empresa Minera Los Quenuales S.A.,20332907990,NO,Autorización,Quebrada,Jatunhuasi,0027-2011
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Huancayo,Chongos Alto,Empresa Minera Los Quenuales S.A.,20332907990,NO,Autorización,Quebrada,Jatunhuasi,0027-2011
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Huancayo,Chongos Alto,Empresa Minera Los Quenuales S.A.,20332907990,NO,Autorización,Quebrada,Huamañi,0027-2011
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Huancayo,Chongos Alto,Empresa Minera Los Quenuales S.A.,20332907990,NO,Autorización,Quebrada,S/N,0638-2011
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Huancayo,Chongos Alto,Empresa Minera Los Quenuales S.A.,20332907990,NO,Autorización,Quebrada,Vinchos,0638-2011
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Huancayo,Chongos Alto,Empresa Minera Los Quenuales S.A.,20332907990,NO,Autorización,Quebrada,Jatunhuasi,0638-2011
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Huancayo,Chongos Alto,Empresa Minera Los Quenuales S.A.,20332907990,NO,Autorización,Quebrada,Jatunhuasi,0638-2011
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Huancayo,Chongos Alto,Empresa Minera Los Quenuales S.A.,20332907990,NO,Autorización,Quebrada,Huamañi,0638-2011
Minero,Superficial,Cuenca Rimac,137554,Baja,Chillon - Rimac - Lurin,Cañete Fortaleza,Lima,Huarochirí,Chicla,Empresa Minera Los Quenuales S.A.,20332907990,SI,Licencia,Manantial,Antarranra,1185-2016 
Minero,Superficial,Cuenca Rimac,137554,Baja,Chillon - Rimac - Lurin,Cañete Fortaleza,Lima,Huarochirí,Chicla,Empresa Minera Los Quenuales S.A.,20332907990,SI,Licencia,Manantial,Turumanya,1186-2016
Minero,Superficial,Cuenca Rimac,137554,Baja,Chillon - Rimac - Lurin,Cañete Fortaleza,Lima,Huarochirí,Chicla,Empresa Minera Los Quenuales S.A.,20332907990,SI,Licencia,Manantial,Corina,1187-2016
Minero,Superficial,Cuenca Santa,1376,Alta,Huaraz,Huarmey Chicama,Áncash,Huaraz,Tarica,Empresa Minera Minas Racrac de Huaraz,20287045850,SI,Licencia,Quebrada,Huantuc Ruri,0198-2005
Minero,Subterráneo,Cuenca Azángaro,019,Alta,Ramis,Titicaca,Puno,Melgar,Antauta,Empresa Minera Minsur S.A.,20100136741,SI,Licencia,Acuífero,Quenamari,0036-1996
Minero,Superficial,Cuenca Azángaro,019,Alta,Ramis,Titicaca,Puno,Melgar,Antauta,Empresa Minera Minsur S.A.,20100136741,SI,Licencia,Laguna,Comercocha,0036-1996
Minero,Superficial,Cuenca Azángaro,019,Alta,Ramis,Titicaca,Puno,Melgar,Antauta,Empresa Minera Minsur S.A.,20100136741,SI,Licencia,Laguna,Yanacocha,0036-1996
Minero,Superficial,Cuenca Azángaro,019,Alta,Ramis,Titicaca,Puno,Melgar,Antauta,Empresa Minera Minsur S.A.,20100136741,SI,Licencia,Laguna,Suytococha,0036-1996
Minero,Superficial,Cuenca Azángaro,019,Alta,Ramis,Titicaca,Puno,Melgar,Antauta,Empresa Minera Minsur S.A.,20100136741,SI,Licencia,Laguna,Chicacocha,0036-1996
Minero,Superficial,Cuenca Azángaro,019,Alta,Ramis,Titicaca,Puno,Melgar,Antauta,Empresa Minera Minsur S.A.,20100136741,SI,Licencia,Laguna,Estancoc0Cha,0036-1996
Industrial,Subterráneo,Cuenca Pisco,13752,Media,Pisco,Chaparra Chincha,Ica,Pisco,Paracas,Empresa Minera Minsur S.A.,20100136741,SI,Licencia,Acuífero,Dren 10,0156-2003
Poblacional,Superficial,Cuenca Azángaro,019,Alta,Ramis,Titicaca,Puno,Melgar,Antauta,Empresa Minera Minsur S.A.,20100136741,SI,Licencia,Quebrada,Larancota,0004-2005
Minero,Subterráneo,Cuenca Grande,1372,Media,Grande,Chaparra Chincha,Ica,Nazca,Vista Alegre,Empresa Najach,,SI,Licencia,Acuífero,No Identificado,0273-2008
Minero,Subterráneo,Cuenca Grande,1372,Media,Grande,Chaparra Chincha,ICA,CHINCHA,Chincha,Empresa Santa Maria Sac,,SI,Licencia,Acuífero,No Identificado,0205-2009
Minero,Superficial,Cuenca Pativilca,13758,Alta,Barranca,Cañete Fortaleza,Lima,Cajatambo,Gorgor,Empresa Sociedad Minera Las Cumbres S.R.L.,,SI,Licencia,Laguna,Condorsenga,0018-1998
Poblacional,Superficial,Cuenca Azángaro,019,Alta,Ramis,Titicaca,Puno,Melgar,Antauta,Empresa Minera Minsur S.A.,20100136741,SI,Licencia,Laguna,Suyrococha,0005-2005
Industrial,Subterráneo,Cuenca Pisco,13752,Media,Pisco,Chaparra Chincha,Ica,Pisco,San Andrés,Empresa Minera Minsur S.A.,20100136741,SI,Licencia,Acuífero,Pozo,0140-2008 
Industrial,Subterráneo,Cuenca Pisco,13752,Media,Pisco,Chaparra Chincha,Ica,Pisco,San Andrés,Empresa Minera Minsur S.A.,20100136741,SI,Licencia,Acuífero,Pozo,0029-2010
Minero,Subterráneo,Cuenca Ushusuma,0148,Baja,Tacna,Caplina Ocoña,Tacna,Tacna,Palca,Empresa Minera Minsur S.A.,20100136741,SI,Licencia,Río,Azufre Pozo 1,0003-2006
Minero,Subterráneo,Cuenca Ushusuma,0148,Baja,Tacna,Caplina Ocoña,Tacna,Tacna,Palca,Empresa Minera Minsur S.A.,20100136741,SI,Licencia,Río,Azufre Pozo 2,0050-2010
Minero,Subterráneo,Cuenca Ushusuma,0148,Baja,Tacna,Caplina Ocoña,Tacna,Tacna,Palca,Empresa Minera Minsur S.A.,20100136741,SI,Licencia,Río,Azufre Pozo 3,0050-2010
Minero,Subterráneo,Cuenca Ushusuma,0148,Baja,Tacna,Caplina Ocoña,Tacna,Tacna,Palca,Empresa Minera Minsur S.A.,20100136741,SI,Licencia,Río,Azufre Pozo 4,0050-2010
Minero,Subterráneo,Cuenca Ushusuma,0148,Baja,Tacna,Caplina Ocoña,Tacna,Tacna,Palca,Empresa Minera Minsur S.A.,20100136741,SI,Licencia,Acuífero,Azufre Pozo 1,0323-2015 
Minero,Subterráneo,Cuenca Ushusuma,0148,Baja,Tacna,Caplina Ocoña,Tacna,Tacna,Palca,Empresa Minera Minsur S.A.,20100136741,SI,Licencia,Acuífero,Azufre Pozo 2,0323-2015 
Minero,Subterráneo,Cuenca Azángaro,019,Alta,Ramis,Titicaca,Puno,Melgar,Orurillo,Empresa Minera Minsur S.A.,20100136741,SI,Autorización,Laguna,Comercocha,0409-2005
Minero,Subterráneo,Cuenca Azángaro,019,Alta,Ramis,Titicaca,Puno,Melgar,Orurillo,Empresa Minera Minsur S.A.,20100136741,SI,Autorización,Laguna,Yanacocha,0409-2005
Minero,Subterráneo,Cuenca Azángaro,019,Alta,Ramis,Titicaca,Puno,Melgar,Orurillo,Empresa Minera Minsur S.A.,20100136741,SI,Autorización,Quebrada,Nazaret,0409-2005
Minero,Superficial,Cuenca Azángaro,019,Alta,Ramis,Titicaca,Puno,Melgar,Nuñoa,Empresa Minera Minsur S.A.,20100136741,SI,Autorización,Quebrada,Ccasa Huallata,0878-2016
Minero,Superficial,Cuenca Azángaro,019,Alta,Ramis,Titicaca,Puno,Melgar,Nuñoa,Empresa Minera Minsur S.A.,20100136741,SI,Autorización,Quebrada,Antuyuta,0878-2016
Minero,Superficial,Cuenca Azángaro,019,Alta,Ramis,Titicaca,Puno,Melgar,Nuñoa,Empresa Minera Minsur S.A.,20100136741,SI,Autorización,Quebrada,Pta 01,0878-2016
Minero,Superficial,Cuenca Azángaro,019,Alta,Ramis,Titicaca,Puno,Melgar,Nuñoa,Empresa Minera Minsur S.A.,20100136741,SI,Autorización,Quebrada,Pta 02,0878-2016
Minero,Superficial,Cuenca Huarmey,137594,Baja,Casma Huarmey,Huarmey Chicama,Áncash,Aija,Aija,Empresa Minera Mtz S.A.C.,20498865357,SI,Licencia,Quebrada,La Mina,0131-2010
Minero,Superficial,Cuenca Huarmey,137594,Baja,Casma Huarmey,Huarmey Chicama,Áncash,Aija,Aija,Empresa Minera Mtz S.A.C.,20498865357,SI,Licencia,Quebrada,La Mina,0131-2010
Minero,Subterráneo,Cuenca Mantaro,4996,Media,Mantaro,Mantaro,Junín,Yauli,Morococha,Empresa Minera Natividad S.A.,20506481253,NO,Licencia,Socavón,Cobriza O Vulcano,0268-2003
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Yauli,Morococha,Empresa Minera Natividad S.A.,20506481253,NO,Licencia,Laguna,Buenaventura,0266-2003
Minero,Superficial,Cuenca Santa,1376,Alta,Santa Lacramarca Nepeña,Huarmey Chicama,Áncash,Pallasca,Bolognesi,Empresa Minera Oban S.A.C.,20538423999,NO,Autorización,Río,Santa,0456-2012
Minero,Superficial,Cuenca Santa,1376,Alta,Santa Lacramarca Nepeña,Huarmey Chicama,Áncash,Pallasca,Bolognesi,Empresa Minera Oban S.A.C.,20538423999,NO,Autorización,Quebrada,Don Casimiro Prudencio,0456-2012
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Yauli,Santa Barbara De Carhuacayan,Empresa Minera Paragsha S.A.C.,20347644502,NO,Autorización,Bocamina,Tunel Pardo,0429-2008
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Yauli,Santa Barbara De Carhuacayan,Empresa Minera Paragsha S.A.C.,20347644502,NO,Autorización,Quebrada,Culquimachay,0428-2008
Industrial,Superficial,Cuenca Chala,137156,Media,Chaparra Acari,Chaparra Chincha,Arequipa,Caraveli,Chala,Empresa Minera Paraiso S.A.C.,20502656334,SI,Licencia,Quebrada,La Aguadita,0259-2004
Industrial,Subterráneo,Cuenca Honda,13178,Media,Chaparra Acari,Chaparra Chincha,Arequipa,Caraveli,Atiquipa,Empresa Minera Paraiso S.A.C.,20502656334,SI,Licencia,Acuífero,No Identificado,0457-2008
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Yauli,Chacapalpa,Empresa Minera Perú Sol S.A.C.,20517138186,NO,Autorización,Río,Huari,0427-2009
Minero,Superficial,Cuenca Mantaro,4996,Alta,Huancavelica,Mantaro,Huancavelica,Acobamba,Paucara,Estrella Gold Perú S.A.C.,,SI,Autorización,Riachuelo,Lirio Huayco Misquipuquio,0407-2011
Minero,Superficial,Cuenca Mantaro,4996,Alta,Huancavelica,Mantaro,Huancavelica,Acobamba,Paucara,Estrella Gold Perú S.A.C.,,NO,Autorización,Riachuelo,Lirio Huayco Misquipuquio,0418-2011
Minero,Superficial,Cuenca Mantaro,4996,Alta,Huancavelica,Mantaro,Huancavelica,Huancavelica,Acobambilla,Exploraciones Collasuyo S.A.C.,,SI,Autorización,Quebrada,Asamachay,0466-2010
Poblacional,Superficial,Cuenca Cañete,13754,Alta,Mala Omas Cañete,Cañete Fortaleza,Lima,Cañete,San Vicente De Cañete,Empresa Minera San Martín S.A.,20454592500,NO,Licencia,Río,Cañete,0132-2006
Minero,Superficial,Cuenca Perene,49954,Alta,Pasco,Mantaro,Pasco,Pasco,Huachon,Empresa Minera Señor de Shishua S.C.R.L.,20489274320,SI,Licencia,Quebrada,Huaracalla,0004-2004
Minero,Superficial,Cuenca Perene,49954,Alta,Pasco,Mantaro,Pasco,Pasco,Huachon,Empresa Minera Señor de Shishua S.C.R.L.,20489274320,SI,Licencia,Río,Huachon,0004-2004
Minero,Superficial,Cuenca Santa,1376,Alta,Huaraz,Huarmey Chicama,Áncash,Carhuaz,Anta,Empresa Minera Silex Perú S.R.L.,20297299051,NO,Autorización,Quebrada,San Luis,0199-2009
Minero,Superficial,Cuenca Santa,1376,Alta,Huaraz,Huarmey Chicama,Áncash,Carhuaz,Yungar,Empresa Minera Silex Perú S.R.L.,20297299051,NO,Autorización,Quebrada,Honco Ruri,0199-2009
Minero,Superficial,Cuenca Yauca,13716,Media,Chaparra Acari,Chaparra Chincha,Ayacucho,Parinacochas,Coracora,Empresa Minera Silex Perú S.R.L.,20297299051,NO,Autorización,Manantial,Sullo Hauyta,0046-2009
Industrial,Superficial,Cuenca Coata,0176,Alta,Juliaca,Titicaca,Puno,Lampa,Palca,Empresa Minera Silex Perú S.R.L.,20297299051,NO,Autorización,Laguna,Jilaro Chuquipirhua,0043-2010
Poblacional,Subterráneo,Cuenca Yauca,13716,Media,Chaparra Acari,Chaparra Chincha,Arequipa,Caraveli,Jaqui,Empresa Minera Titan del Perú S.R.L.,20460352674,NO,Licencia,Acuífero,Yauca,0260-2004
Minero,Subterráneo,Cuenca Chala,137156,Media,Chaparra Acari,Chaparra Chincha,Arequipa,Caraveli,Chala,Empresa Minera Titan del Perú S.R.L.,20460352674,SI,Licencia,Acuífero,No Identificado,0134-2009
Minero,Subterráneo,Cuenca Chala,137156,Media,Chaparra Acari,Chaparra Chincha,Arequipa,Caraveli,Chala,Empresa Minera Titan del Perú S.R.L.,20460352674,NO,Licencia,Acuífero,No Identificado,0133-2009
Minero,Superficial,Cuenca Coata,0176,Alta,Juliaca,Titicaca,Puno,Lampa,Santa Lucia,Empresa Minera Vale Exploration Perú S.A.C,20492055973,NO,Autorización,Riachuelo,Chocñocota(Tuluma),0017-2012
Minero,Superficial,Cuenca Coata,0176,Alta,Juliaca,Titicaca,Puno,Lampa,Santa Lucia,Empresa Minera Vale Exploration Perú S.A.C,20492055973,NO,Autorización,Riachuelo,Chocñocota(Tuluma),0017-2012
Minero,Superficial,Cuenca Supe,137572,Alta,Barranca,Cañete Fortaleza,Lima,Barranca,Supe,Empresa Minera Vicus S.A.C.,20466890465,SI,Licencia,Río,Supe,0103-2004
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Chupaca,Yanacancha,Empresa Minera Vista Oro S.A.,20510051719,NO,Permiso,Laguna,Quisococha,0156-2005
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Chupaca,Yanacancha,Empresa Minera Vista Oro S.A.,20510051719,NO,Permiso,Laguna,Quisococha,0245-2005
Poblacional,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Chupaca,Yanacancha,Empresa Minera Vista Oro S.A.,20510051719,NO,Permiso,Laguna,Quisococha,0156-2005
Poblacional,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Chupaca,Yanacancha,Empresa Minera Vista Oro S.A.,20510051719,NO,Permiso,Laguna,Quisococha,0245-2005
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Huancayo,Chicche,Empresa Perú Stone S.A,20486994992,SI,Licencia,Manantial,Ulpaypata 1,0032-2010
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Huancayo,Chicche,Empresa Perú Stone S.A,20486994992,SI,Licencia,Manantial,Ulpaypata 2,0032-2010
Minero,Superficial,Cuenca Rimac,137554,Baja,Chillon - Rimac - Lurin,Cañete Fortaleza,Lima,Huarochiri,San Mateo,Empresa Proemina S.A.C,20474812104,SI,Licencia,No identificado,No Identificado,0876-2010
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Huancayo,Huancayo,Empresa Recursos de Los Andes S.A.C.,20509678325,NO,Permiso,Laguna,Quimsacocha 3,0466-2006
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Huancayo,Huancayo,Empresa Recursos de Los Andes S.A.C.,20509678325,NO,Permiso,Laguna,Quimsacocha 3,0387-2007
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Huancayo,El Tambo,Empresa Recursos de Los Andes S.A.C.,20509678325,NO,Autorización,Manantial,Cocha Central,0166-2008
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Huancayo,El Tambo,Empresa Recursos de Los Andes S.A.C.,20509678325,NO,Autorización,Manantial,Cocha Este,0166-2008
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Huancayo,El Tambo,Empresa Recursos de Los Andes S.A.C.,20509678325,NO,Autorización,Manantial,Cocha Sur,0166-2008
Poblacional,Subterráneo,Cuenca Acari,13718,Media,Chaparra Acari,Chaparra Chincha,Arequipa,Caraveli,Acari,Empresa Shougang Hierro Perú S.A.A.,20100142989,NO,Licencia,Acuífero,Acari,0010-1982
Poblacional,Subterráneo,Cuenca Acari,13718,Media,Chaparra Acari,Chaparra Chincha,Arequipa,Caraveli,Acari,Empresa Shougang Hierro Perú S.A.A.,20100142989,NO,Licencia,Acuífero,Acari,0010-1982
Poblacional,Subterráneo,Cuenca Acari,13718,Media,Chaparra Acari,Chaparra Chincha,Arequipa,Caraveli,Acari,Empresa Shougang Hierro Perú S.A.A.,20100142989,NO,Licencia,Acuífero,Acari,0010-1982
Poblacional,Subterráneo,Cuenca Acari,13718,Media,Chaparra Acari,Chaparra Chincha,Arequipa,Caraveli,Acari,Empresa Shougang Hierro Perú S.A.A.,20100142989,NO,Licencia,Acuífero,Acari,0070-1986
Minero,Subterráneo,Cuenca Acari,13718,Media,Chaparra Acari,Chaparra Chincha,Arequipa,Caraveli,Acari,Empresa Shougang Hierro Perú S.A.A.,20100142989,NO,Licencia,Acuífero,Acari,0050-1996
Minero,Subterráneo,Cuenca Acari,13718,Media,Chaparra Acari,Chaparra Chincha,Arequipa,Caraveli,Acari,Empresa Shougang Hierro Perú S.A.A.,20100142989,NO,Licencia,Acuífero,Acari,0050-1996
Minero,Subterráneo,Cuenca Acari,13718,Media,Chaparra Acari,Chaparra Chincha,Arequipa,Caraveli,Acari,Empresa Shougang Hierro Perú S.A.A.,20100142989,NO,Licencia,Acuífero,Acari,0050-1996
Poblacional,Subterráneo,Cuenca Acari,13718,Media,Chaparra Acari,Chaparra Chincha,Arequipa,Caraveli,Acari,Empresa Shougang Hierro Perú S.A.A.,20100142989,SI,Licencia,Acuífero,Acari,0238-2004
Industrial,Superficial,Cuenca Acari,13718,Media,Chaparra Acari,Chaparra Chincha,Arequipa,Caraveli,Acari,Empresa Shougang Hierro Perú S.A.A.,20100142989,SI,Licencia,Mar,Agua desalinizada,0238-2004
Industrial,Superficial,Cuenca Grande,1372,Media,Grande,Chaparra Chincha,Ica,Nazca,San Juan de Marcona,Empresa Shougang Hierro Perú S.A.A.,20100142989,SI,Licencia,Mar,Muelle San Nicolás,0377-2012
Industrial,Superficial,Cuenca Grande,1372,Media,Grande,Chaparra Chincha,Ica,Nazca,San Juan de Marcona,Empresa Shougang Hierro Perú S.A.A.,20100142989,SI,Licencia,Mar,Planta térmica,0377-2012
Poblacional,Subterráneo,Cuenca Acari,13718,Media,Chaparra Acari,Chaparra Chincha,Arequipa,Caraveli,Bella Unión ,Empresa Shougang Hierro Perú S.A.A.,20100142989,SI,Autorización,Acuífero,Pozo,0493-2015
Minero,Subterráneo,Cuenca Acari,13718,Media,Chaparra Acari,Chaparra Chincha,Arequipa,Caraveli,Bella Unión ,Empresa Shougang Hierro Perú S.A.A.,20100142989,SI,Licencia,Acuífero,Pozo,1018-2015
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Jauja,Canchayllo,Empresa Silice Industrial Comercial S.A.,20100066948,SI,Licencia,Río,Pachacayo,0298-2006
Minero,Subterráneo,Cuenca Grande,1372,Media,Grande,Chaparra Chincha,Ica,Nazca,Nazca,Empresa Sudamericana de Minas S.A.C,20537058634,SI,Licencia,Acuífero,No Identificado,0115-2011
Minero,Superficial,Cuenca Santa,1376,Alta,Huaraz,Huarmey Chicama,Áncash,Recuay,Catac,Empresa Trexmine S.A.C.,20302047198,NO,Licencia,Río,Quesque,0086-1999
Minero,Superficial,Cuenca Santa,1376,Alta,Huaraz,Huarmey Chicama,Áncash,Recuay,Catac,Empresa Trexmine S.A.C.,20302047198,NO,Licencia,Manantial,Nº 1,0086-1999
Minero,Superficial,Cuenca Chinchipe,49892,Alta,Chinchipe Chamaya,Marañón,Cajamarca,San Ignacio,San Jose De Lourdes,Exploraciones Aguila Dorada S.A.C,20523335040,SI,Autorización,Quebrada,Pucayacu,0214-2012
Minero,Superficial,Intercuenca Alto Apurímac,4999,Alta,Alto Apurímac-Velille,Pampas Apurímac,Cusco,Chumbivilcas,Colquemarca,Exploraciones Collasuyo S.A.C.,20476219761,SI,Autorización,Quebrada,Paccari,0094-2011
Minero,Superficial,Cuenca Mantaro,4996,Alta,Huancavelica,Mantaro,Huancavelica,Huancavelica,Acobambilla,Exploraciones Collasuyo S.A.C.,,NO,Autorización,Riachuelo,Leccles,0476-2010
Minero,Superficial,Cuenca Chamaya,49896,Alta,Chinchipe Chamaya,Marañón,Lambayeque,Ferreñafe,Cañaris,Exploraciones Milenio S.A.,,NO,Permiso,Quebrada,El Oso,0194-2006
Minero,Superficial,Cuenca Chamaya,49896,Alta,Chinchipe Chamaya,Marañón,Lambayeque,Ferreñafe,Cañaris,Exploraciones Milenio S.A.,,NO,Autorización,Quebrada,Norte,0001-2010
Minero,Superficial,Intercuenca Alto Apurímac,4999,Alta,Alto Apurímac-Velille,Pampas Apurímac,Cusco,Chumbivilcas,Colquemarca,Exploraciones Collasuyo S.A.C.,20476219761,SI,Autorización,Manantial,Quesmuropata,0094-2011
Minero,Superficial,Intercuenca Alto Apurímac,4999,Alta,Alto Apurímac-Velille,Pampas Apurímac,Cusco,Chumbivilcas,Colquemarca,Exploraciones Collasuyo S.A.C.,20476219761,NO,Autorización,Quebrada,Sinchimayo,0174-2011
Minero,Superficial,Cuenca Camaná,134,Alta,Alto Apurímac-velille,Pampas Apurímac,Cusco,Espinar,Condoroma,Gbu Minerales S.A.C.,20543522806,SI,Autorización,Río,Collpaccoto,0185-2012
Poblacional,Superficial,Intercuenca Alto Marañón IV,49897,Alta,Chotano Llaucano,Marañón,Cajamarca,Hualgayoc,Hualgayoc,Gold Fields La Cima S.A.,20507828915,NO,Permiso,Quebrada,Choro Blanco Y Las Gordas,0024-2006
Minero,Superficial,Cuenca Chamaya,49896,Alta,Chinchipe Chamaya,Marañón,Lambayeque,Ferreñafe,Cañaris,Exploraciones Milenio S.A.,,SI,Permiso,Quebrada,Norte,0313-2008
Minero,Superficial,Cuenca Tambo,1318,Alta,Tambo Alto Tambo,Caplina Ocoña,Moquegua,General Sanchez Cerro,Ichuña,Hatum Minas S.A.C.,,SI,Autorización,Río,Ichuña,0031-2012
Minero,Superficial,Intercuenca Alto Marañón IV,49897,Alta,Chotano Llaucano,Marañón,Cajamarca,Hualgayoc,Hualgayoc,Gold Fields La Cima S.A.,20507828915,NO,Permiso,Quebrada,Choro Blanco Y Las Gordas,0025-2006
Minero,Subterráneo,Intercuenca Alto Marañón IV,49897,Alta,Cajamarca,Marañón,Cajamarca,Hualgayoc,Hualgayoc,Gold Fields La Cima S.A.,20507828915,NO,Permiso,Acuífero,No Identificado,0025-2006
Minero,Subterráneo,Intercuenca Alto Marañón IV,49897,Media,Chotano Llaucano,Marañón,Cajamarca,Hualgayoc,Hualgayoc,Gold Fields La Cima S.A.,20507828915,NO,Autorización,Acuífero,No Identificado,0448-2007
Minero,Subterráneo,Intercuenca Alto Marañón IV,49897,Media,Chotano Llaucano,Marañón,Cajamarca,Hualgayoc,Hualgayoc,Gold Fields La Cima S.A.,20507828915,NO,Permiso,Acuífero,No Identificado,0449-2007
Minero,Subterráneo,Intercuenca Alto Marañón IV,49897,Media,Chotano Llaucano,Marañón,Cajamarca,Hualgayoc,Hualgayoc,Gold Fields La Cima S.A.,20507828915,NO,Permiso,Acuífero,No Identificado,0449-2007
Minero,Subterráneo,Intercuenca Alto Marañón IV,49897,Media,Chotano Llaucano,Marañón,Cajamarca,Hualgayoc,Hualgayoc,Gold Fields La Cima S.A.,20507828915,SI,Permiso,Acuífero,No Identificado,0009-2008
Minero,Subterráneo,Intercuenca Alto Marañón IV,49897,Media,Chotano Llaucano,Marañón,Cajamarca,Hualgayoc,Hualgayoc,Gold Fields La Cima S.A.,20507828915,NO,Permiso,Acuífero,No Identificado,0026-2008
Minero,Subterráneo,Intercuenca Alto Marañón IV,49897,Media,Chotano Llaucano,Marañón,Cajamarca,Hualgayoc,Hualgayoc,Gold Fields La Cima S.A.,20507828915,NO,Permiso,Acuífero,No Identificado,0033-2008
Minero,Superficial,Intercuenca Alto Marañón IV,49897,Alta,Chotano Llaucano,Marañón,Cajamarca,Hualgayoc,Hualgayoc,Gold Fields La Cima S.A.,20507828915,SI,Permiso,Río,Tingo,0034-2008
Minero,Subterráneo,Intercuenca Alto Marañón IV,49897,Media,Chotano Llaucano,Marañón,Cajamarca,Hualgayoc,Hualgayoc,Gold Fields La Cima S.A.,20507828915,NO,Autorización,Acuífero,No Identificado,0364-2008
